Repository,Stars
https://github.com/aifbowman/abc-smc,1
https://github.com/jepsonnomad/drptoolkit,1
https://github.com/neelsoumya/dsMiscellaneous,1
https://github.com/davidalejandromiranda/entropy_isolated,0
https://github.com/willGuimont/transformers,3
https://github.com/historiaoralmx/paisajesonoros,0
https://github.com/gramian/hapod,14
https://github.com/summermengarelli/SI676_Assignment1,0
https://github.com/kmeng01/rome,564
https://github.com/amukhamedov/stu226851_Bachelorarbeit_source_code,1
https://github.com/nguyenign/MassivePotreeConvertor,0
https://github.com/simoneturrisi/dic-crowd-loading,0
https://github.com/vutrongdong/text-to-speed,2
https://github.com/kbario/unorm,0
https://github.com/krlennon/rheology-health-monitoring,2
https://github.com/Surya07102000/HATE-SPEECH-DETECTION,1
https://github.com/martvanrijthoven/dicfg,0
https://github.com/unitaryfund/qrack,174
https://github.com/FabianRadomski/EvolvingProgramSynthesisers,1
https://github.com/scikit-surgery/scikit-surgerytrackervisualisation,1
https://github.com/Vishwasgowdam/Face-mask-detection,2
https://github.com/CreggLab/CreggLab.github.io,0
https://github.com/suyamat/ScalingVisionEncoder,6
https://github.com/robert-koch-institut/COVID-19_7-Tage-Inzidenz_in_Deutschland,9
https://github.com/nhtlongcs/AIC2021-TheFirstSwans,6
https://github.com/Howquez/oFeeds,0
https://github.com/contactraj-sharma/Prompt-Engineering-Good-and-Bad,0
https://github.com/UncertainLab/Enlsip.jl,9
https://github.com/prodigypnpdev/prodigymathgamehacking,1
https://github.com/clap-rs/clap,14205
https://github.com/seanpm2001/seanslifearchive_images_bit_city_-nimblebit_game-,7
https://github.com/jungomi/character-queries,8
https://github.com/eeveetza/p1812,3
https://github.com/Cloud-SPAN/nerc-metagenomics03-qc-assembly,0
https://github.com/pacommartinez/c-ntico-espiritual,0
https://github.com/Nikhil1912/Athenaeum,0
https://github.com/SasCezar/AutoFL,1
https://github.com/ettiets/unauthorised_view,0
https://github.com/making-books-ren-today/test_eval_4_derrmar,1
https://github.com/ncsu-landscape-dynamics/r.pops.spread,5
https://github.com/joycenerd/mmdet-nucleus-instance-segmentation,1
https://github.com/vivaxy/react-native-auto-height-image,339
https://github.com/mmtobservatory/mmtwfs,3
https://github.com/copandrej/NAOMI,0
https://github.com/Hypertopic/Cassandre,24
https://github.com/marco-de-pietri/FLUNED-repository,4
https://github.com/Capasso-Group/BilayerSim,3
https://github.com/innat/UniFormerV2,6
https://github.com/thieu1995/mealpy,881
https://github.com/asadm/urduscript,191
https://github.com/DevelopersToolbox/git-root,1
https://github.com/1999lyd/aipi530-take_home_project,0
https://github.com/bgyori/pykqml,3
https://github.com/hany606/bachelor-thesis22-predator-prey-self-play-rl,5
https://github.com/vimcomes/32_5_1_MovieInfo,0
https://github.com/hzhou/mydef,50
https://github.com/ICEI-PUC-Minas-PMGCC-TI/ti-1-pmg-cc-m-20241-g1-ataques-ciberneticos-1,2
https://github.com/vwing7/visrecsys,0
https://github.com/mhucka/mailmate-hacks,0
https://github.com/larnsce/co-wash-symposium-2021,0
https://github.com/james-drewitt/magma,2
https://github.com/sansanity/sin-stocks,0
https://github.com/DecodeGenetics/LRcaller,16
https://github.com/WenjieDu/PyGrinder,31
https://github.com/taurusgroup/multi-party-sig,310
https://github.com/dietzlabtum/matlab_tirfm_movies,5
https://github.com/tobybaril/earlgrey,136
https://github.com/tetsuakibaba/handable,16
https://github.com/paynelab/biograder,2
https://github.com/luthilab/intanluthilab,0
https://github.com/JamieMair/TransitionPathSampling.jl,2
https://github.com/mysteryCVer/ceres-solver,0
https://github.com/code4sac/trash-ai,47
https://github.com/LKbrilliant/MOLLER-PMT-Non-Linearity-Measurements,0
https://github.com/jaime-berkovich/Conway_Trees,0
https://github.com/econmaett/matthiassp.github.io,1
https://github.com/easycae-3d/myfempy,7
https://github.com/unidata/metpy,1251
https://github.com/ShaunFell/GRChombo_GeneralizedProca,0
https://github.com/AddiH/CulturalDataScienceEXAM,3
https://github.com/legend-exp/pygama,18
https://github.com/kennthshang/hostg,18
https://github.com/MaxHalford/prince,1262
https://github.com/fusion-energy/inertial_fusion_openmc_dagmc_paramak_example,6
https://github.com/sci-visus/idx2,9
https://github.com/amd/ZenDNN-pytorch,5
https://github.com/automl/SMAC3,1074
https://github.com/hegsrr/rpr-chakraborty-2021,0
https://github.com/onekin/WacLine,8
https://github.com/FabianaCampanari/FabianaCampanari,17
https://github.com/ThomasVermes/report_dashboard_views_log,0
https://github.com/texttechnologylab/DockerUnifiedUIMAInterface,10
https://github.com/luispedro/jug,411
https://github.com/sty16/cell_classification,0
https://github.com/GRNCLA009/MRPHonoursProject-EdgePrediction,0
https://github.com/saciyer/langchain,0
https://github.com/leoseg/BenchmarkingFederated,1
https://github.com/deeprob-org/deeprob-kit,60
https://github.com/EchanHe/PhenoLearn,6
https://github.com/mpfl/nudis,1
https://github.com/neelsoumya/dssurvivalclient,3
https://github.com/bkuhlmann/http-fake,1
https://github.com/icb-dcm/pypesto,217
https://github.com/ICEI-PUC-Minas-PMV-SI/pmv-si-2023-1-e1-proj-web-t5-primeiros-socorros,0
https://github.com/zhuofan777/mmdetection,0
https://github.com/dealii/dealii,1342
https://github.com/embecosm/Posit-for-RISC-V,0
https://github.com/OCR-D/gt-repo-scripts,0
https://github.com/eyereasoner/Koreografeye,10
https://github.com/bentoml/OpenLLM,9892
https://github.com/robert-swanson/four-year-plan-evaluation-system,0
https://github.com/hollyanitamartin/shinymicrobiota,0
https://github.com/seominseok00/content,0
https://github.com/imuxin/kubectl-watch,61
https://github.com/espenmei/vcmodels.jl,1
https://github.com/photoneo/pcvat,0
https://github.com/jipolanco/WriteVTK.jl,151
https://github.com/bgusto/FLASH-AVM,1
https://github.com/omelchert/autoscale,2
https://github.com/biosimulators/Biosimulators_simulator_template,4
https://github.com/reddog777/eeecs_qub_collaboration,0
https://github.com/llvdrhau/Alquimia,1
https://github.com/pnsaevik/effluent,3
https://github.com/ICEI-PUC-Minas-PPLCC-TI/ppl-cc-ti1-2023-2-g-timenetflix,2
https://github.com/Endroe/researchmethods2023,0
https://github.com/brains-on-code/codersmuse,6
https://github.com/esi-neuroscience/syncopy,46
https://github.com/davidsneighbour/hugo-blockify,4
https://github.com/gnosis1234/Image-layer-separate-with-cocone,0
https://github.com/edent/tweeview,94
https://github.com/simreg/SimReg,0
https://github.com/sjvrijn/mf2,25
https://github.com/MatheusPorto12/Automech,0
https://github.com/piximi/piximi-beta,0
https://github.com/wellleee/mm,0
https://github.com/esi-neuroscience/acme,11
https://github.com/jaantollander/CellLists.jl,19
https://github.com/kasra-keshavarz/StMaryMilk2023-UofC,3
https://github.com/jcmontesherrera/ant_biogenic_structures,1
https://github.com/fox0430/moe,655
https://github.com/alisonrclarke/reproducible-qgis,0
https://github.com/appeler/naampy,8
https://github.com/tgrudda1/HBV_primer_fidelity,0
https://github.com/DahnJ/EO-jobs,129
https://github.com/crumpstrr33/covvvr,1
https://github.com/AIS-SNU/AIS-lab-website,1
https://github.com/allenai/staged-training,30
https://github.com/deepakjoshi9806/barcode-detector,0
https://github.com/gbrammer/grizli,68
https://github.com/cphys/atomsurfaceinteractionssi,1
https://github.com/alibaba/alibaba-rsocket-broker,761
https://github.com/bioAI-Oslo/emergent-grid-cells,0
https://github.com/AppleGamer22/applegamer22.github.io,1
https://github.com/sri-international/qc-app-oriented-benchmarks,140
https://github.com/pyiron/pyiron_atomistics,43
https://github.com/r1j1t/contextualspellcheck,406
https://github.com/lazyprop/haskell-language-server,1
https://github.com/arsalan1024/Text2image_Generator,1
https://github.com/telekom-security/tpotce,6752
https://github.com/DriesAllaerts/lbow,1
https://github.com/cuiziteng/ECCV_AERIS,52
https://github.com/SSDataLab/vetting,2
https://github.com/engyasin/offline_mot,11
https://github.com/remlapmot/mrrobust,23
https://github.com/IdahoLabResearch/5GAD,55
https://github.com/bkader/Raven-WotLK,4
https://github.com/foggalong/shiny-decision-trees,3
https://github.com/aboucaud/pypher,51
https://github.com/kno10/python-kmedoids,64
https://github.com/hipster-philology/flask_pie,1
https://github.com/koenderks/aRtsy,169
https://github.com/nayemabs/cattle-pose-rear,2
https://github.com/benjaminhempel/passt,0
https://github.com/AFM-SPM/AFMReader,7
https://github.com/gmescudero/humanArmkinematics,0
https://github.com/SEMICeu/GeoDCAT-AP,19
https://github.com/JonasSchaub/SugarRemoval,7
https://github.com/serizba/cppflow,785
https://github.com/Mikaela/shell-things,27
https://github.com/jettify/pytorch-optimizer,3024
https://github.com/kutzer/scorbottoolbox,3
https://github.com/ICEI-PUC-Minas-PMV-SI/pmv-si-2023-1-e1-proj-web-t1-compras-do-mes,3
https://github.com/nekkar/convolution-based-dissimilarity-for-bioinformatics,1
https://github.com/ConcaveFi/concave-core,0
https://github.com/seanpm2001/difficult,2
https://github.com/pexip/os-python-attrs,0
https://github.com/eliasmattern/teststarter,4
https://github.com/hkhanr/Friend_or_Foe_SLAM,5
https://github.com/radifar/PyPLIF-HIPPOS,28
https://github.com/llnl/umpire,318
https://github.com/stilianoudakis/preciseTAD,1
https://github.com/w1th0utnam3/splashsurf,127
https://github.com/claireschen/pandemic-demo,0
https://github.com/stefantaubert/zh-tts,7
https://github.com/ICEI-PUC-Minas-PMV-SI/pmv-si-2023-2-pe2-t1-adocao_de_animais,0
https://github.com/sternp/transcriptm,0
https://github.com/HMYamano/piezo_copulation_source_code,1
https://github.com/edz-o/3DNBF,50
https://github.com/NickleDave/compare-seg-models,1
https://github.com/epiforecasts/EpiNow2,113
https://github.com/kevin218/exopie,0
https://github.com/seanpm2001/Camera-privacy-specification,2
https://github.com/maggesi/dbmonad,2
https://github.com/SyneRBI/SIRF-SuperBuild,15
https://github.com/alan-turing-institute/the-turing-way,1905
https://github.com/dlr-sr/thermofluidstream,61
https://github.com/louis-richard/irfu-python,15
https://github.com/szutshi-testing/test1,1
https://github.com/NordicESMhub/container-noresm,0
https://github.com/ewatercycle/ewatercycle,33
https://github.com/Dino-Yang/Iprodamo,0
https://github.com/H-deep/Trans-SVSR,34
https://github.com/mwh/jqjs,80
https://github.com/pnlbwh/pnlNipype,10
https://github.com/JarronL/pynrc,3
https://github.com/StAResComp/fishing,2
https://github.com/Sydney-Informatics-Hub/Germline-StructuralV-nf,4
https://github.com/pyflightcoach/pyflightcoach,9
https://github.com/redcode/Z80,447
https://github.com/infoqualitylab/inclusion_net_manuscript,0
https://github.com/Jensinjames/Aut,0
https://github.com/nlesc-nano/ceiba,4
https://github.com/maomlab/calcen,1
https://github.com/bolgebrygg/Force-2020-Machine-Learning-competition,137
https://github.com/EedgarHM/overviews_etl,0
https://github.com/jmbr/diffusion-maps,42
https://github.com/kehuantiantang/unet_deploy,0
https://github.com/cosmoscout/cosmoscout-vr,353
https://github.com/smithlabdurham/phylo-workflow,1
https://github.com/joeyko2706/MachineLearning24,0
https://github.com/wsmoses/enzyme-gpu-tests,8
https://github.com/Asncodes-80/protein-interaction-networks-graph,0
https://github.com/Kvkthecreator/langchaintest,1
https://github.com/ready4-dev/youthvars,1
https://github.com/varianteffect/mavehgvs,11
https://github.com/agormp/phylotreelib,11
https://github.com/caltechlibrary/tmplfn,3
https://github.com/mgonzs13/audio_common,8
https://github.com/psyplot/psy-maps,8
https://github.com/wenig/actix-telepathy,68
https://github.com/spcl/daceml,81
https://github.com/edward-burn/ussie,1
https://github.com/andstor/bachelor-thesis,3
https://github.com/Chrystal-1024/Cura_test,0
https://github.com/Jelvani/fhe_benchmarks,0
https://github.com/mentat-collective/emmy,396
https://github.com/joonyeol-sim/ompl,0
https://github.com/embiekhochiu/stock-algo,2
https://github.com/dervinism/thalamocortical2,0
https://github.com/NikhilBagul2710/prj,0
https://github.com/HTRomance-Project/modern-roman-languages,0
https://github.com/kaloklee/1Inflated_surv,0
https://github.com/mantidproject/mantidimaging,13
https://github.com/ami-iit/paper_viceconte_2021_ral_adherent,10
https://github.com/ualsg/roofpedia,36
https://github.com/dwhieb/Nuuchahnulth,3
https://github.com/asenogles/slidepy,3
https://github.com/derek-corcoran-barrios/OccupancySelectedSpecies,2
https://github.com/dieterich-lab/baltica,8
https://github.com/mtortolani/3w-anomaly,0
https://github.com/danielathome19/OLAP-Cube-Visualizer,2
https://github.com/marouenbg/vffva,4
https://github.com/manuelebagnolini/mycms,0
