name,rank,insertions,deletions,lines_changed,files,commits,first_commit,last_commit,score,checked
Cimrman,1192.0,106.0,35.0,141.0,4.0,1.0,2008-07-31 12:58:55+00:00,2008-07-31 12:58:55+00:00,1.0,0
Ondřej Čertík,6.0,155078.0,133956.0,289034.0,2942.0,1182.0,2007-07-21 20:26:03+00:00,2020-10-01 04:29:46+00:00,1.0,0
Saboo A,,,,,,,,,0.0,0
Aaron,2.0,152641.0,104748.0,257389.0,6568.0,3218.0,2009-03-20 17:54:47+00:00,2024-10-09 10:47:05+00:00,1.0,0
Ivanov S,,,,,,,,,0.0,0
Robert,128.0,3195.0,1166.0,4361.0,106.0,70.0,2013-12-18 04:57:22+00:00,2014-10-16 03:03:22+00:00,1.0,0
Singh S,,,,,,,,,0.0,0
Fredrik Johansson,80.0,28438.0,7375.0,35813.0,471.0,119.0,2007-07-24 22:10:00+00:00,2011-07-07 11:51:42+00:00,1.0,0
Curry,147.0,3651.0,1452.0,5103.0,116.0,51.0,2010-04-15 20:24:42+00:00,2011-02-18 19:11:09+00:00,1.0,0
Kumar,37.0,5887.0,2779.0,8666.0,351.0,219.0,2014-12-18 17:54:06+00:00,2020-04-28 23:21:37+00:00,1.0,0
Brian Jorgensen,149.0,19354.0,4570.0,23924.0,242.0,50.0,2007-07-26 21:03:01+00:00,2007-09-10 23:43:04+00:00,1.0,0
Matthew J. and,,,,,,,,,0.0,0
Andy R.,171.0,2160.0,1388.0,3548.0,149.0,42.0,2008-10-08 14:48:15+00:00,2011-05-23 19:19:21+00:00,1.0,0
Matthew,7.0,25726.0,10659.0,36385.0,2185.0,1009.0,2011-03-23 15:05:23+00:00,2012-12-06 01:01:48+00:00,1.0,0
Sean,68.0,24829.0,15028.0,39857.0,1137.0,135.0,2011-03-23 04:20:23+00:00,2015-09-12 17:25:34+00:00,1.0,0
Brian E.,63.0,19534.0,14376.0,33910.0,456.0,140.0,2008-12-09 17:12:32+00:00,2012-02-14 21:10:49+00:00,1.0,0
Amit,37.0,5887.0,2779.0,8666.0,351.0,219.0,2014-12-18 17:54:06+00:00,2020-04-28 23:21:37+00:00,1.0,0
Jason Gedge,140.0,83058.0,3062.0,86120.0,420.0,55.0,2007-07-20 16:20:00+00:00,2007-09-05 16:18:04+00:00,1.0,0
Ivanov,31.0,8471.0,3259.0,11730.0,417.0,260.0,2012-02-28 18:03:02+00:00,2012-11-20 13:22:19+00:00,1.0,0
Richard P.,,,,,,,,,0.0,0
Sartaj,52.0,7877.0,2791.0,10668.0,375.0,168.0,2015-02-13 23:05:31+00:00,2017-08-22 13:07:36+00:00,1.0,0
Sergey B. and,,,,,,,,,0.0,0
Meurer,2.0,152641.0,104748.0,257389.0,6568.0,3218.0,2009-03-20 17:54:47+00:00,2024-10-09 10:47:05+00:00,1.0,0
Rocklin M,7.0,25726.0,10659.0,36385.0,2185.0,1009.0,2011-03-23 15:05:23+00:00,2012-12-06 01:01:48+00:00,1.0,0
Rocklin,7.0,25726.0,10659.0,36385.0,2185.0,1009.0,2011-03-23 15:05:23+00:00,2012-12-06 01:01:48+00:00,1.0,0
Chris Wu,573.0,211.0,132.0,343.0,9.0,5.0,2007-07-25 16:57:03+00:00,2007-08-27 16:10:03+00:00,1.0,0
Jurjen N.E. Bos,990.0,69.0,14.0,83.0,4.0,2.0,2008-03-30 23:00:16+00:00,2008-03-26 14:37:02+00:00,1.0,0
Muller RP,,,,,,,,,0.0,0
Moore JK,,,,,,,,,0.0,0
Harsh,143.0,2936.0,324.0,3260.0,109.0,53.0,2013-10-03 10:05:44+00:00,2015-10-26 17:01:15+00:00,1.0,0
Fernando I,,,,,,,,,0.0,0
Anthony,387.0,280.0,123.0,403.0,19.0,12.0,2016-04-01 21:28:27+00:00,2016-05-19 03:52:42+00:00,1.0,0
Johansson,80.0,28438.0,7375.0,35813.0,471.0,119.0,2007-07-24 22:10:00+00:00,2011-07-07 11:51:42+00:00,1.0,0
