name,rank,insertions,deletions,lines_changed,files,commits,first_commit,last_commit,score,checked
Veličković,,,,,,,,,0.0,0
Tensor,,,,,,,,,0.0,0
Khasahmadi,,,,,,,,,0.0,0
Vinyals,,,,,,,,,0.0,0
Schütt,344.0,171.0,1.0,172.0,8.0,1.0,2024-01-07 23:37:40+00:00,2024-01-07 23:37:40+00:00,1.0,0
Bresson,,,,,,,,,0.0,0
Lenssen,5.0,5584.0,2137.0,7721.0,182.0,67.0,2017-10-24 14:46:55+00:00,2018-03-13 11:33:57+00:00,1.0,0
Rossi,24.0,456.0,371.0,827.0,19.0,15.0,2020-11-18 20:46:57+00:00,2020-12-08 15:14:27+00:00,1.0,0
Henderson,72.0,300.0,2.0,302.0,13.0,5.0,2020-05-20 14:13:04+00:00,2020-07-08 16:04:22+00:00,1.0,0
Laurent,26.0,687.0,116.0,803.0,22.0,15.0,2020-12-03 08:33:31+00:00,2021-03-21 17:43:31+00:00,1.0,0
